country,variable,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
South Korea,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4950000.0,5610000.0,5350000.0,5050000.0,5270000.0,5630000.0,5690000.0,5830000.0,7370000.0,7610000.0,8040000.0,8960000.0,9780000.0,9890000.0,11800000.0,13200000.0,15200000.0,15500000.0,16500000.0,19900000.0,22000000.0,23300000.0,23600000.0,25200000.0,24500000.0,24400000.0,24500000.0,23600000.0,25900000.0,26700000.0,28100000.0,32200000.0,34800000.0,36100000.0,38200000.0,43000000.0,45700000.0,49100000.0,51100000.0,53100000.0,54800000.0,54800000.0,59700000.0,66100000.0,68600000.0,75900000.0,83600000.0,81000000.0,81900000.0,84600000.0,85500000.0,81600000.0
Spain,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9700000.0,8970000.0,9120000.0,9230000.0,9290000.0,9810000.0,9860000.0,10100000.0,9890000.0,9580000.0,10600000.0,10300000.0,11000000.0,9470000.0,10800000.0,12400000.0,15300000.0,17000000.0,17900000.0,18200000.0,18000000.0,18600000.0,18100000.0,15700000.0,19300000.0,19200000.0,20000000.0,20400000.0,18400000.0,18900000.0,19000000.0,16000000.0,18400000.0,17500000.0,19600000.0,20900000.0,19200000.0,21600000.0,20100000.0,21000000.0,20500000.0,17900000.0,20000000.0,13500000.0,9430000.0,6900000.0,12800000.0,15500000.0,11400000.0,11600000.0,13700000.0,10400000.0
Sweden,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230000.0,2130000.0,2110000.0,1840000.0,1800000.0,1900000.0,1720000.0,1470000.0,1630000.0,1800000.0,1940000.0,1860000.0,1480000.0,1520000.0,1790000.0,1710000.0,1470000.0,1630000.0,2050000.0,2470000.0,2910000.0,3100000.0,3060000.0,3010000.0,2840000.0,2970000.0,2720000.0,2560000.0,2720000.0,2940000.0,2880000.0,3030000.0,2620000.0,2540000.0,2440000.0,2450000.0,2760000.0,2850000.0,2680000.0,2950000.0,2630000.0,2690000.0,2680000.0,2430000.0,1930000.0,2490000.0,2490000.0,2190000.0,2220000.0,2100000.0,2120000.0,2250000.0
Switzerland,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280000.0,1050000.0,889000.0,841000.0,760000.0,653000.0,441000.0,373000.0,354000.0,305000.0,229000.0,215000.0,251000.0,226000.0,233000.0,342000.0,505000.0,447000.0,390000.0,501000.0,503000.0,433000.0,403000.0,344000.0,356000.0,356000.0,302000.0,209000.0,175000.0,177000.0,190000.0,142000.0,110000.0,91000.0,94600.0,138000.0,144000.0,133000.0,136000.0,129000.0,144000.0,156000.0,174000.0,157000.0,148000.0,148000.0,139000.0,126000.0,135000.0,141000.0,129000.0,130000.0
Thailand,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,65000.0,116000.0,128000.0,136000.0,145000.0,114000.0,89800.0,96100.0,144000.0,138000.0,160000.0,154000.0,198000.0,416000.0,450000.0,501000.0,653000.0,627000.0,789000.0,1590000.0,1560000.0,2250000.0,2310000.0,2820000.0,3900000.0,4570000.0,4890000.0,5440000.0,6300000.0,7180000.0,8740000.0,9010000.0,7230000.0,7690000.0,7880000.0,8780000.0,9370000.0,9570000.0,10700000.0,11600000.0,12400000.0,14000000.0,15100000.0,15100000.0,15500000.0,15800000.0,16500000.0,16300000.0,17900000.0,17600000.0,17700000.0
Trinidad and Tobago,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670000.0,4080000.0,3620000.0,3940000.0,4180000.0,4630000.0,4760000.0,5110000.0,5220000.0,5690000.0,5910000.0,6200000.0,6390000.0,6480000.0,6650000.0,7030000.0,7180000.0,8060000.0,8870000.0,9970000.0,11900000.0,13100000.0,13900000.0,13400000.0,15100000.0,16000000.0,17100000.0,17100000.0,15800000.0,15800000.0,16500000.0,18600000.0,20800000.0,21600000.0,20000000.0,22500000.0,18500000.0,19300000.0,20800000.0,22100000.0,22200000.0,26200000.0,29500000.0,29600000.0,30900000.0,31400000.0,33900000.0,36500000.0,31600000.0,36100000.0,34700000.0,38400000.0
Turkmenistan,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322000.0,322000.0,322000.0,276000.0,322000.0,368000.0,322000.0,138000.0,0.0,5000.0,5000.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77000000.0,76500000.0,75800000.0,71500000.0,65200000.0,75100000.0,62500000.0,64300000.0,56500000.0,46600000.0,42400000.0,33500000.0,38200000.0,37100000.0,38600000.0,39200000.0,39800000.0,39100000.0,40500000.0,39300000.0,37500000.0,39800000.0,39800000.0,41800000.0,35900000.0,38300000.0,41500000.0,42500000.0,41600000.0,35600000.0,27300000.0,31500000.0
United Arab Emirates,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,94300.0,111000.0,126000.0,145000.0,282000.0,136000.0,343000.0,551000.0,716000.0,1340000.0,1730000.0,1450000.0,1460000.0,1260000.0,1270000.0
United Kingdom,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117000000.0,112000000.0,104000000.0,104000000.0,102000000.0,96000000.0,85100000.0,74500000.0,80700000.0,71100000.0,71500000.0,72800000.0,73000000.0,71100000.0,76500000.0,71100000.0,70700000.0,65900000.0,66500000.0,47300000.0,62900000.0,67900000.0,69600000.0,67500000.0,65000000.0,64900000.0,65100000.0,61200000.0,53300000.0,49700000.0,47500000.0,44400000.0,39600000.0,38600000.0,34300000.0,36700000.0,38900000.0,35700000.0,38100000.0,36600000.0,37400000.0,40900000.0,38400000.0,35600000.0,29800000.0,30900000.0,31400000.0,39000000.0,36800000.0,29700000.0,23000000.0,11000000.0
United States,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292000000.0,306000000.0,300000000.0,311000000.0,312000000.0,309000000.0,292000000.0,304000000.0,327000000.0,319000000.0,319000000.0,342000000.0,351000000.0,347000000.0,379000000.0,389000000.0,401000000.0,386000000.0,401000000.0,430000000.0,440000000.0,435000000.0,454000000.0,475000000.0,481000000.0,483000000.0,479000000.0,482000000.0,500000000.0,502000000.0,506000000.0,529000000.0,540000000.0,546000000.0,545000000.0,569000000.0,552000000.0,552000000.0,562000000.0,566000000.0,574000000.0,566000000.0,573000000.0,564000000.0,496000000.0,525000000.0,495000000.0,438000000.0,455000000.0,454000000.0,392000000.0,358000000.0
Uzbekistan,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750000.0,3450000.0,3760000.0,2630000.0,3280000.0,3270000.0,3120000.0,2020000.0,1380000.0,1410000.0,851000.0,791000.0,822000.0,826000.0,824000.0,718000.0,761000.0,776000.0,535000.0,775000.0,917000.0,813000.0,979000.0,980000.0,1020000.0,940000.0,1090000.0,1160000.0,1110000.0,1220000.0,1110000.0,1000000.0
Venezuela,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,21000.0,22000.0,23000.0,24000.0,24000.0,143000.0,150000.0,272000.0,204000.0,252000.0,165000.0,256000.0,78900.0,164000.0,157000.0,155000.0,88300.0,124000.0,135000.0,179000.0,199000.0,261000.0,190000.0,522000.0,463000.0,0.0,3650.0,28500.0,55500.0,5110.0,16100.0,34300.0,35800.0,36500.0,132000.0,48900.0,18300.0,43100.0,0.0,37200.0,247000.0,139000.0,141000.0,237000.0,199000.0,205000.0,211000.0,210000.0,197000.0,201000.0,67700.0
Vietnam,Coal Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898000.0,943000.0,1030000.0,1150000.0,1220000.0,1300000.0,1430000.0,1080000.0,1550000.0,1850000.0,2580000.0,2430000.0,2670000.0,2580000.0,2670000.0,2270000.0,2530000.0,2800000.0,2820000.0,2820000.0,2800000.0,3090000.0,3450000.0,3230000.0,2590000.0,2220000.0,2150000.0,2150000.0,2080000.0,2300000.0,3100000.0,3460000.0,4440000.0,4770000.0,3570000.0,4680000.0,5100000.0,5800000.0,6750000.0,8800000.0,9020000.0,5300000.0,5830000.0,11400000.0,10700000.0,14000000.0,16500000.0,15000000.0,15800000.0,18900000.0,22300000.0,21300000.0
Algeria,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12300000000.0,13000000000.0,12700000000.0,14000000000.0,15300000000.0,16100000000.0,17300000000.0,18300000000.0,19400000000.0,19900000000.0,19700000000.0,20700000000.0,21500000000.0,23300000000.0,24800000000.0,25400000000.0,26600000000.0,27600000000.0,29500000000.0,31200000000.0,33900000000.0,35200000000.0,37300000000.0,40200000000.0,43100000000.0,45700000000.0,53100000000.0,57400000000.0,59900000000.0,64200000000.0,68800000000.0,70200000000.0
Argentina,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45300000000.0,49100000000.0,52100000000.0,53100000000.0,50900000000.0,51100000000.0,53900000000.0,56500000000.0,61600000000.0,65500000000.0,68800000000.0,72900000000.0,77600000000.0,80300000000.0,86200000000.0,94400000000.0,95200000000.0,90300000000.0,97600000000.0,105000000000.0,111000000000.0,113000000000.0,115000000000.0,129000000000.0,130000000000.0,133000000000.0,129000000000.0,136000000000.0,140000000000.0,142000000000.0,145000000000.0,147000000000.0
Australia,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000000000.0,130000000000.0,136000000000.0,143000000000.0,151000000000.0,156000000000.0,158000000000.0,161000000000.0,165000000000.0,170000000000.0,175000000000.0,180000000000.0,189000000000.0,199000000000.0,207000000000.0,217000000000.0,224000000000.0,224000000000.0,226000000000.0,229000000000.0,231000000000.0,238000000000.0,243000000000.0,245000000000.0,250000000000.0,251000000000.0,256000000000.0,251000000000.0,250000000000.0,247000000000.0,253000000000.0,257000000000.0
Austria,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500000000.0,44700000000.0,50500000000.0,49000000000.0,50200000000.0,50400000000.0,51500000000.0,51200000000.0,52700000000.0,53300000000.0,56600000000.0,54800000000.0,56900000000.0,57400000000.0,60400000000.0,61800000000.0,62300000000.0,62500000000.0,60600000000.0,64900000000.0,66700000000.0,64400000000.0,64900000000.0,66900000000.0,69100000000.0,71100000000.0,65900000000.0,72400000000.0,68000000000.0,65100000000.0,64900000000.0,67600000000.0
Azerbaijan,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700000000.0,21500000000.0,22900000000.0,23600000000.0,23300000000.0,23200000000.0,23400000000.0,19700000000.0,19100000000.0,17600000000.0,17000000000.0,17100000000.0,16800000000.0,17900000000.0,18100000000.0,18700000000.0,19000000000.0,18700000000.0,21300000000.0,21700000000.0,22900000000.0,24500000000.0,21800000000.0,21600000000.0,18900000000.0,18700000000.0,20300000000.0,23000000000.0,23400000000.0,24700000000.0,24700000000.0,25000000000.0
Bangladesh,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530000000.0,4800000000.0,5590000000.0,6540000000.0,7120000000.0,7730000000.0,8270000000.0,8890000000.0,9210000000.0,9780000000.0,10800000000.0,11500000000.0,11900000000.0,12900000000.0,14500000000.0,15800000000.0,17400000000.0,18700000000.0,19700000000.0,24700000000.0,26400000000.0,29500000000.0,31000000000.0,34200000000.0,37200000000.0,40800000000.0,44200000000.0,48600000000.0,53100000000.0,55800000000.0,60800000000.0,67400000000.0
Belarus,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33200000000.0,36300000000.0,37500000000.0,38200000000.0,38500000000.0,39500000000.0,38700000000.0,37600000000.0,33400000000.0,31400000000.0,24900000000.0,23700000000.0,26100000000.0,23500000000.0,26500000000.0,26100000000.0,25000000000.0,26500000000.0,26600000000.0,31200000000.0,31000000000.0,31800000000.0,31800000000.0,35100000000.0,30400000000.0,34900000000.0,32200000000.0,30800000000.0,31500000000.0,34700000000.0,34100000000.0,33100000000.0
Belgium,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57300000000.0,58700000000.0,63400000000.0,65300000000.0,67500000000.0,70900000000.0,71900000000.0,72200000000.0,70800000000.0,72200000000.0,74400000000.0,76100000000.0,78800000000.0,83200000000.0,84500000000.0,84000000000.0,79800000000.0,82100000000.0,84600000000.0,85600000000.0,87000000000.0,85600000000.0,88800000000.0,84900000000.0,91200000000.0,95200000000.0,90200000000.0,82900000000.0,83500000000.0,72700000000.0,70600000000.0,86900000000.0
Brazil,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000000000.0,202000000000.0,203000000000.0,215000000000.0,222000000000.0,223000000000.0,234000000000.0,242000000000.0,252000000000.0,260000000000.0,276000000000.0,291000000000.0,308000000000.0,322000000000.0,335000000000.0,349000000000.0,329000000000.0,346000000000.0,364000000000.0,387000000000.0,403000000000.0,419000000000.0,445000000000.0,463000000000.0,466000000000.0,516000000000.0,532000000000.0,553000000000.0,571000000000.0,591000000000.0,581000000000.0,582000000000.0
Bulgaria,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41600000000.0,41800000000.0,43500000000.0,45000000000.0,44300000000.0,42100000000.0,40900000000.0,35600000000.0,38000000000.0,38100000000.0,41800000000.0,42700000000.0,42800000000.0,41700000000.0,38200000000.0,40900000000.0,44000000000.0,42700000000.0,42600000000.0,41600000000.0,44400000000.0,45800000000.0,43300000000.0,45000000000.0,43000000000.0,46700000000.0,50800000000.0,47300000000.0,43800000000.0,47500000000.0,49200000000.0,45100000000.0
Canada,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000000000.0,471000000000.0,498000000000.0,506000000000.0,495000000000.0,478000000000.0,503000000000.0,515000000000.0,525000000000.0,548000000000.0,551000000000.0,566000000000.0,569000000000.0,559000000000.0,573000000000.0,599000000000.0,582000000000.0,595000000000.0,580000000000.0,587000000000.0,613000000000.0,602000000000.0,626000000000.0,628000000000.0,604000000000.0,597000000000.0,629000000000.0,629000000000.0,651000000000.0,649000000000.0,652000000000.0,663000000000.0
Chile,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000000.0,14800000000.0,15600000000.0,16900000000.0,17800000000.0,18400000000.0,20000000000.0,22400000000.0,24000000000.0,25300000000.0,28000000000.0,30800000000.0,33300000000.0,35500000000.0,38400000000.0,41300000000.0,43900000000.0,45500000000.0,48800000000.0,52900000000.0,54500000000.0,57600000000.0,60100000000.0,60900000000.0,61000000000.0,61600000000.0,65000000000.0,69700000000.0,73000000000.0,73600000000.0,75400000000.0,77500000000.0
